출장,부서,전공,참여프로젝트,근속연차,이직회수,업무평가,주변평가,경력,전년도교육출장횟수,현회사근속년수,월급_KRW,직급관리자여부,월급_경력비,월급_프로젝트비,현근속_총경력비,총근속,경력성장률,이직빈도,학습몰입도,월급_근속연차비,월급_출장비,근속_경력비,평균근속기간,프로젝트_경력비,프로젝트_근속연차비,출장_경력비,출장_근속연차비,교육출장_경력비,주변평가_근속연차,학습몰입도_교육출장
1,0,자연과학계열,3,4,0,0,2,21,2,20,18624480.0,1,846567.2727272727,4656120.0,0.9090909090909092,4,4.0,0.0,6,3724896.0,9312240.0,0.9090909090909091,4.0,0.13636363636363635,0.6,0.045454545454545456,0.2,0.09090909090909091,8,12
1,0,사회과학계열,3,1,0,0,3,16,4,15,4429800.0,0,260576.4705882353,1107450.0,0.8823529411764706,1,7.5,0.0,12,2214900.0,2214900.0,0.8823529411764706,1.0,0.17647058823529413,1.5,0.058823529411764705,0.5,0.23529411764705882,3,48
1,0,자연과학계열,3,5,0,0,3,37,2,36,26282100.0,1,691634.2105263158,6570525.0,0.9473684210526316,5,6.0,0.0,6,4380350.0,13141050.0,0.9473684210526315,5.0,0.07894736842105263,0.5,0.02631578947368421,0.16666666666666666,0.05263157894736842,15,12
0,0,사회과학계열,3,3,1,0,4,10,2,10,16351620.0,1,1486510.9090909092,4087905.0,0.9090909090909092,3,2.5,0.0909090909090909,6,4087905.0,16351620.0,0.9090909090909091,1.5,0.2727272727272727,0.75,0.0,0.0,0.18181818181818182,12,12
1,0,자연과학계열,3,1,1,1,4,5,3,5,2856600.0,0,476100.0,714150.0,0.8333333333333334,1,2.5,0.1666666666666666,9,1428300.0,1428300.0,0.8333333333333334,0.5,0.5,1.5,0.16666666666666666,0.5,0.5,4,27
1,1,자연과학계열,3,2,4,0,2,7,5,5,8972760.0,0,1121595.0,2243190.0,0.625,2,1.6666666666666667,0.5,15,2990920.0,4486380.0,0.625,0.4,0.375,1.0,0.125,0.3333333333333333,0.625,4,75
1,0,자연과학계열,2,1,1,0,1,3,4,3,4457400.0,0,1114350.0,1485800.0,0.75,1,1.5,0.25,8,2228700.0,2228700.0,0.75,0.5,0.5,1.0,0.25,0.5,1.0,1,32
0,0,자연과학계열,3,3,2,0,1,15,2,5,18772140.0,1,1173258.75,4693035.0,0.3125,3,1.25,0.125,6,4693035.0,18772140.0,0.3125,1.0,0.1875,0.75,0.0,0.0,0.125,3,12
1,0,사회과학계열,4,3,7,0,2,10,6,7,16554480.0,1,1504952.7272727273,3310896.0,0.6363636363636364,3,1.75,0.6363636363636364,24,4138620.0,8277240.0,0.6363636363636364,0.375,0.36363636363636365,1.0,0.09090909090909091,0.25,0.5454545454545454,6,144
1,1,자연과학계열,4,2,1,1,3,8,3,8,7734900.0,0,859433.3333333334,1546980.0,0.8888888888888888,2,2.6666666666666665,0.1111111111111111,12,2578300.0,3867450.0,0.8888888888888888,1.0,0.4444444444444444,1.3333333333333333,0.1111111111111111,0.3333333333333333,0.3333333333333333,6,36
2,0,사회과학계열,3,2,1,1,1,6,6,6,8827860.0,1,1261122.857142857,2206965.0,0.8571428571428571,2,2.0,0.1428571428571428,18,2942620.0,2942620.0,0.8571428571428571,1.0,0.42857142857142855,1.0,0.2857142857142857,0.6666666666666666,0.8571428571428571,2,108
1,0,사회과학계열,3,5,3,0,1,28,4,10,26418720.0,1,910990.3448275862,6604680.0,0.3448275862068966,5,1.6666666666666667,0.1034482758620689,12,4403120.0,13209360.0,0.3448275862068966,1.25,0.10344827586206896,0.5,0.034482758620689655,0.16666666666666666,0.13793103448275862,5,48
1,0,자연과학계열,3,4,3,0,4,21,5,5,24265920.0,1,1102996.3636363635,6066480.0,0.2272727272727272,4,1.0,0.1363636363636363,15,4853184.0,12132960.0,0.22727272727272727,1.0,0.13636363636363635,0.6,0.045454545454545456,0.2,0.22727272727272727,16,75
1,1,사회과학계열,3,2,1,1,3,20,3,20,6771660.0,0,322460.0,1692915.0,0.9523809523809524,2,6.666666666666667,0.0476190476190476,9,2257220.0,3385830.0,0.9523809523809523,1.0,0.14285714285714285,1.0,0.047619047619047616,0.3333333333333333,0.14285714285714285,6,27
2,1,사회과학계열,3,2,1,0,1,10,3,10,6284520.0,0,571320.0,1571130.0,0.9090909090909092,2,3.333333333333333,0.0909090909090909,9,2094840.0,2094840.0,0.9090909090909091,1.0,0.2727272727272727,1.0,0.18181818181818182,0.6666666666666666,0.2727272727272727,2,27
1,0,공학계열,3,2,3,0,4,12,4,10,7472700.0,0,574823.0769230769,1868175.0,0.7692307692307693,2,3.333333333333333,0.2307692307692307,12,2490900.0,3736350.0,0.7692307692307693,0.5,0.23076923076923078,1.0,0.07692307692307693,0.3333333333333333,0.3076923076923077,8,48
2,0,자연과학계열,3,2,1,0,3,5,3,5,6542580.0,1,1090430.0,1635645.0,0.8333333333333334,2,1.6666666666666667,0.1666666666666666,9,2180860.0,2180860.0,0.8333333333333334,1.0,0.5,1.0,0.3333333333333333,0.6666666666666666,0.5,6,27
1,0,사회과학계열,3,1,1,0,2,17,3,17,2918700.0,0,162150.0,729675.0,0.9444444444444444,1,8.5,0.0555555555555555,9,1459350.0,1459350.0,0.9444444444444444,0.5,0.16666666666666666,1.5,0.05555555555555555,0.5,0.16666666666666666,2,27
2,0,사회과학계열,3,1,3,1,4,19,0,1,4362180.0,0,218109.0,1090545.0,0.05,1,0.5,0.15,0,2181090.0,1454060.0,0.05,0.25,0.15,1.5,0.1,1.0,0.0,4,0
1,0,사회과학계열,3,2,9,0,2,10,2,2,7928100.0,1,720736.3636363636,1982025.0,0.1818181818181818,2,0.6666666666666666,0.8181818181818182,6,2642700.0,3964050.0,0.18181818181818182,0.2,0.2727272727272727,1.0,0.09090909090909091,0.3333333333333333,0.18181818181818182,4,12
1,0,자연과학계열,3,1,2,0,4,5,2,3,3274740.0,0,545790.0,818685.0,0.5,1,1.5,0.3333333333333333,6,1637370.0,1637370.0,0.5,0.3333333333333333,0.5,1.5,0.16666666666666666,0.5,0.3333333333333333,4,12
1,0,사회과학계열,3,1,1,1,4,5,3,5,4567800.0,0,761300.0,1141950.0,0.8333333333333334,1,2.5,0.1666666666666666,9,2283900.0,2283900.0,0.8333333333333334,0.5,0.5,1.5,0.16666666666666666,0.5,0.5,4,27
2,0,사회과학계열,3,5,9,0,4,22,4,3,25757700.0,1,1119900.0,6439425.0,0.1304347826086956,5,0.5,0.391304347826087,12,4292950.0,8585900.0,0.13043478260869565,0.5,0.13043478260869565,0.5,0.08695652173913043,0.3333333333333333,0.17391304347826086,20,48
1,0,공학계열,3,2,4,0,4,10,2,8,6189300.0,0,562663.6363636364,1547325.0,0.7272727272727273,2,2.6666666666666665,0.3636363636363636,6,2063100.0,3094650.0,0.7272727272727273,0.4,0.2727272727272727,1.0,0.09090909090909091,0.3333333333333333,0.18181818181818182,8,12
2,1,상경계열,3,1,1,0,3,2,5,2,3848820.0,0,1282940.0,962205.0,0.6666666666666666,1,1.0,0.3333333333333333,15,1924410.0,1282940.0,0.6666666666666666,0.5,1.0,1.5,0.6666666666666666,1.0,1.6666666666666667,3,75
1,1,상경계열,2,2,1,0,2,8,0,8,8042640.0,0,893626.6666666666,2680880.0,0.8888888888888888,2,2.6666666666666665,0.1111111111111111,0,2680880.0,4021320.0,0.8888888888888888,1.0,0.2222222222222222,0.6666666666666666,0.1111111111111111,0.3333333333333333,0.0,4,0
2,0,자연과학계열,3,1,1,0,3,4,3,4,3209880.0,0,641976.0,802470.0,0.8,1,2.0,0.2,9,1604940.0,1069960.0,0.8,0.5,0.6,1.5,0.4,1.0,0.6,3,27
2,1,상경계열,3,4,5,0,4,23,2,20,18664500.0,0,777687.5,4666125.0,0.8333333333333334,4,4.0,0.2083333333333333,6,3732900.0,6221500.0,0.8333333333333334,0.6666666666666666,0.125,0.6,0.08333333333333333,0.4,0.08333333333333333,16,12
1,0,사회과학계열,3,1,1,0,3,0,2,0,1959600.0,0,1959600.0,489900.0,0.0,1,0.0,1.0,6,979800.0,979800.0,0.0,0.5,3.0,1.5,1.0,0.5,2.0,3,12
1,1,상경계열,3,3,0,0,3,12,3,11,11067600.0,0,851353.8461538461,2766900.0,0.8461538461538461,3,2.75,0.0,9,2766900.0,5533800.0,0.8461538461538461,3.0,0.23076923076923078,0.75,0.07692307692307693,0.25,0.23076923076923078,9,27
2,0,사회과학계열,4,1,4,0,4,4,2,1,5089440.0,0,1017888.0,1017888.0,0.2,1,0.5,0.8,8,2544720.0,1696480.0,0.2,0.2,0.8,2.0,0.4,1.0,0.4,4,16
1,0,자연과학계열,1,2,5,0,4,13,3,4,7565160.0,1,540368.5714285715,3782580.0,0.2857142857142857,2,1.3333333333333333,0.3571428571428571,3,2521720.0,3782580.0,0.2857142857142857,0.3333333333333333,0.07142857142857142,0.3333333333333333,0.07142857142857142,0.3333333333333333,0.21428571428571427,8,9
1,1,사회과학계열,3,4,1,0,2,22,2,22,22100700.0,1,960900.0,5525175.0,0.9565217391304348,4,4.4,0.0434782608695652,6,4420140.0,11050350.0,0.9565217391304348,2.0,0.13043478260869565,0.6,0.043478260869565216,0.2,0.08695652173913043,8,12
1,1,자연과학계열,2,1,1,0,1,0,2,0,1656000.0,0,1656000.0,552000.0,0.0,1,0.0,1.0,4,828000.0,828000.0,0.0,0.5,2.0,1.0,1.0,0.5,2.0,1,8
1,0,자연과학계열,4,2,0,0,3,9,2,8,7812180.0,1,781218.0,1562436.0,0.8,2,2.6666666666666665,0.0,8,2604060.0,3906090.0,0.8,2.0,0.4,1.3333333333333333,0.1,0.3333333333333333,0.2,6,16
1,1,공학계열,4,2,4,0,2,10,3,8,9562020.0,0,869274.5454545454,1912404.0,0.7272727272727273,2,2.6666666666666665,0.3636363636363636,12,3187340.0,4781010.0,0.7272727272727273,0.4,0.36363636363636365,1.3333333333333333,0.09090909090909091,0.3333333333333333,0.2727272727272727,4,36
1,0,자연과학계열,4,3,0,0,1,19,5,18,13265940.0,1,663297.0,2653188.0,0.9,3,4.5,0.0,20,3316485.0,6632970.0,0.9,3.0,0.2,1.0,0.05,0.25,0.25,3,100
0,0,사회과학계열,3,2,7,0,3,11,3,9,7830120.0,0,652510.0,1957530.0,0.75,2,3.0,0.5833333333333334,9,2610040.0,7830120.0,0.75,0.25,0.25,1.0,0.0,0.0,0.25,6,27
1,1,사회과학계열,2,2,1,0,3,13,3,13,7567920.0,0,540565.7142857143,2522640.0,0.9285714285714286,2,4.333333333333333,0.0714285714285714,6,2522640.0,3783960.0,0.9285714285714286,1.0,0.14285714285714285,0.6666666666666666,0.07142857142857142,0.3333333333333333,0.21428571428571427,6,18
1,0,사회과학계열,2,3,3,0,3,19,2,10,16644180.0,1,832209.0,5548060.0,0.5,3,2.5,0.15,4,4161045.0,8322090.0,0.5,0.75,0.1,0.5,0.05,0.25,0.1,9,8
0,0,사회과학계열,1,2,2,0,4,12,2,5,7810800.0,1,600830.7692307692,3905400.0,0.3846153846153846,2,1.6666666666666667,0.1538461538461538,2,2603600.0,7810800.0,0.38461538461538464,0.6666666666666666,0.07692307692307693,0.3333333333333333,0.0,0.0,0.15384615384615385,8,4
1,0,공학계열,3,1,0,0,3,6,4,5,6652980.0,0,950425.7142857144,1663245.0,0.7142857142857143,1,2.5,0.0,12,3326490.0,3326490.0,0.7142857142857143,1.0,0.42857142857142855,1.5,0.14285714285714285,0.5,0.5714285714285714,3,48
1,2,인문학,2,2,3,0,4,9,1,2,8845800.0,0,884580.0,2948600.0,0.2,2,0.6666666666666666,0.3,2,2948600.0,4422900.0,0.2,0.5,0.2,0.6666666666666666,0.1,0.3333333333333333,0.1,8,2
2,0,사회과학계열,3,3,1,0,1,24,2,24,7189800.0,0,287592.0,1797450.0,0.96,3,6.0,0.04,6,1797450.0,2396600.0,0.96,1.5,0.12,0.75,0.08,0.5,0.08,3,12
1,0,사회과학계열,3,1,0,0,2,3,2,2,3719100.0,0,929775.0,929775.0,0.5,1,1.0,0.0,6,1859550.0,1859550.0,0.5,1.0,0.75,1.5,0.25,0.5,0.5,2,12
2,0,사회과학계열,3,3,6,0,2,12,2,10,16391640.0,1,1260895.3846153845,4097910.0,0.7692307692307693,3,2.5,0.4615384615384615,6,4097910.0,5463880.0,0.7692307692307693,0.42857142857142855,0.23076923076923078,0.75,0.15384615384615385,0.5,0.15384615384615385,6,12
1,0,자연과학계열,3,4,1,0,4,21,3,21,23553840.0,1,1070629.0909090908,5888460.0,0.9545454545454546,4,4.2,0.0454545454545454,9,4710768.0,11776920.0,0.9545454545454546,2.0,0.13636363636363635,0.6,0.045454545454545456,0.2,0.13636363636363635,16,27
2,0,사회과학계열,3,1,0,0,1,9,5,8,3387900.0,0,338790.0,846975.0,0.8,1,4.0,0.0,15,1693950.0,1129300.0,0.8,1.0,0.3,1.5,0.2,1.0,0.5,1,75
1,0,공학계열,2,4,7,0,4,25,2,7,19270320.0,1,741166.1538461539,6423440.0,0.2692307692307692,4,1.4,0.2692307692307692,4,3854064.0,9635160.0,0.2692307692307692,0.5,0.07692307692307693,0.4,0.038461538461538464,0.2,0.07692307692307693,16,8
1,0,자연과학계열,2,2,2,0,1,11,3,8,6818580.0,0,568215.0,2272860.0,0.6666666666666666,2,2.6666666666666665,0.1666666666666666,6,2272860.0,3409290.0,0.6666666666666666,0.6666666666666666,0.16666666666666666,0.6666666666666666,0.08333333333333333,0.3333333333333333,0.25,2,18
1,0,사회과학계열,3,1,1,0,2,4,2,4,3419640.0,0,683928.0,854910.0,0.8,1,2.0,0.2,6,1709820.0,1709820.0,0.8,0.5,0.6,1.5,0.2,0.5,0.4,2,12
1,1,공학계열,2,2,1,0,4,13,2,13,7214640.0,0,515331.4285714286,2404880.0,0.9285714285714286,2,4.333333333333333,0.0714285714285714,4,2404880.0,3607320.0,0.9285714285714286,1.0,0.14285714285714285,0.6666666666666666,0.07142857142857142,0.3333333333333333,0.14285714285714285,8,8
1,1,사회과학계열,3,2,1,0,1,5,3,5,6179640.0,0,1029940.0,1544910.0,0.8333333333333334,2,1.6666666666666667,0.1666666666666666,9,2059880.0,3089820.0,0.8333333333333334,1.0,0.5,1.0,0.16666666666666666,0.3333333333333333,0.5,2,27
1,1,상경계열,3,2,4,0,4,13,3,7,10414860.0,0,743918.5714285715,2603715.0,0.5,2,2.333333333333333,0.2857142857142857,9,3471620.0,5207430.0,0.5,0.4,0.21428571428571427,1.0,0.07142857142857142,0.3333333333333333,0.21428571428571427,8,27
1,0,자연과학계열,4,2,7,0,3,10,0,7,6975900.0,0,634172.7272727273,1395180.0,0.6363636363636364,2,2.333333333333333,0.6363636363636364,0,2325300.0,3487950.0,0.6363636363636364,0.25,0.36363636363636365,1.3333333333333333,0.09090909090909091,0.3333333333333333,0.0,6,0
1,0,자연과학계열,1,1,5,0,4,5,4,3,4780320.0,0,796720.0,2390160.0,0.5,1,1.5,0.8333333333333334,4,2390160.0,2390160.0,0.5,0.16666666666666666,0.16666666666666666,0.5,0.16666666666666666,0.5,0.6666666666666666,4,16
1,0,자연과학계열,3,2,1,0,4,11,2,10,7969500.0,0,664125.0,1992375.0,0.8333333333333334,2,3.333333333333333,0.0833333333333333,6,2656500.0,3984750.0,0.8333333333333334,1.0,0.25,1.0,0.08333333333333333,0.3333333333333333,0.16666666666666666,8,12
2,0,사회과학계열,2,3,1,1,1,10,2,10,12341340.0,1,1121940.0,4113780.0,0.9090909090909092,3,2.5,0.0909090909090909,4,3085335.0,4113780.0,0.9090909090909091,1.5,0.18181818181818182,0.5,0.18181818181818182,0.5,0.18181818181818182,3,8
2,0,자연과학계열,2,5,1,0,1,21,2,21,26595360.0,1,1208880.0,8865120.0,0.9545454545454546,5,3.5,0.0454545454545454,4,4432560.0,8865120.0,0.9545454545454546,2.5,0.09090909090909091,0.3333333333333333,0.09090909090909091,0.3333333333333333,0.09090909090909091,5,8
1,1,자연과학계열,3,2,4,0,1,12,3,1,7228440.0,0,556033.8461538461,1807110.0,0.0769230769230769,2,0.3333333333333333,0.3076923076923077,9,2409480.0,3614220.0,0.07692307692307693,0.4,0.23076923076923078,1.0,0.07692307692307693,0.3333333333333333,0.23076923076923078,2,27
2,1,상경계열,2,2,3,0,3,9,6,7,6461160.0,0,646116.0,2153720.0,0.7,2,2.333333333333333,0.3,12,2153720.0,2153720.0,0.7,0.5,0.2,0.6666666666666666,0.2,0.6666666666666666,0.6,6,72
1,0,사회과학계열,3,5,4,0,2,21,2,3,25254000.0,1,1147909.0909090908,6313500.0,0.1363636363636363,5,0.5,0.1818181818181818,6,4209000.0,12627000.0,0.13636363636363635,1.0,0.13636363636363635,0.5,0.045454545454545456,0.16666666666666666,0.09090909090909091,10,12
2,0,사회과학계열,2,2,1,0,2,9,3,9,7254660.0,0,725466.0,2418220.0,0.9,2,3.0,0.1,6,2418220.0,2418220.0,0.9,1.0,0.2,0.6666666666666666,0.2,0.6666666666666666,0.3,4,18
0,1,상경계열,3,2,0,0,4,6,0,5,8761620.0,0,1251660.0,2190405.0,0.7142857142857143,2,1.6666666666666667,0.0,0,2920540.0,8761620.0,0.7142857142857143,2.0,0.42857142857142855,1.0,0.0,0.0,0.0,8,0
2,0,사회과학계열,3,2,3,0,4,20,4,4,6719220.0,0,319962.8571428572,1679805.0,0.1904761904761904,2,1.3333333333333333,0.1428571428571428,12,2239740.0,2239740.0,0.19047619047619047,0.5,0.14285714285714285,1.0,0.09523809523809523,0.6666666666666666,0.19047619047619047,8,48
1,0,사회과학계열,3,3,8,0,1,10,1,1,13779300.0,1,1252663.6363636365,3444825.0,0.0909090909090909,3,0.25,0.7272727272727273,3,3444825.0,6889650.0,0.09090909090909091,0.3333333333333333,0.2727272727272727,0.75,0.09090909090909091,0.25,0.09090909090909091,3,3
1,0,기타,3,2,9,0,1,12,3,10,5101860.0,0,392450.7692307693,1275465.0,0.7692307692307693,2,3.333333333333333,0.6923076923076923,9,1700620.0,2550930.0,0.7692307692307693,0.2,0.23076923076923078,1.0,0.07692307692307693,0.3333333333333333,0.23076923076923078,2,27
1,1,자연과학계열,1,2,2,1,3,6,2,4,10290660.0,0,1470094.2857142857,5145330.0,0.5714285714285714,2,1.3333333333333333,0.2857142857142857,2,3430220.0,5145330.0,0.5714285714285714,0.6666666666666666,0.14285714285714285,0.3333333333333333,0.14285714285714285,0.3333333333333333,0.2857142857142857,6,4
1,0,기타,1,1,1,0,4,7,4,7,2924220.0,0,365527.5,1462110.0,0.875,1,3.5,0.125,4,1462110.0,1462110.0,0.875,0.5,0.125,0.5,0.125,0.5,0.5,4,16
1,0,기타,2,1,0,0,3,4,2,3,5496540.0,0,1099308.0,1832180.0,0.6,1,1.5,0.0,4,2748270.0,2748270.0,0.6,1.0,0.4,1.0,0.2,0.5,0.4,3,8
1,1,상경계열,2,2,1,0,3,10,2,10,8442840.0,0,767530.9090909091,2814280.0,0.9090909090909092,2,3.333333333333333,0.0909090909090909,4,2814280.0,4221420.0,0.9090909090909091,1.0,0.18181818181818182,0.6666666666666666,0.09090909090909091,0.3333333333333333,0.18181818181818182,6,8
1,1,상경계열,3,2,1,0,1,8,3,8,8575320.0,0,952813.3333333334,2143830.0,0.8888888888888888,2,2.6666666666666665,0.1111111111111111,9,2858440.0,4287660.0,0.8888888888888888,1.0,0.3333333333333333,1.0,0.1111111111111111,0.3333333333333333,0.3333333333333333,2,27
1,0,자연과학계열,3,2,7,0,3,8,2,6,8758860.0,1,973206.6666666666,2189715.0,0.6666666666666666,2,2.0,0.7777777777777778,6,2919620.0,4379430.0,0.6666666666666666,0.25,0.3333333333333333,1.0,0.1111111111111111,0.3333333333333333,0.2222222222222222,6,12
1,0,사회과학계열,2,3,0,0,2,12,3,11,15883800.0,1,1221830.7692307692,5294600.0,0.8461538461538461,3,2.75,0.0,6,3970950.0,7941900.0,0.8461538461538461,3.0,0.15384615384615385,0.5,0.07692307692307693,0.25,0.23076923076923078,6,18
1,0,자연과학계열,3,3,1,0,3,11,2,11,9857340.0,1,821445.0,2464335.0,0.9166666666666666,3,2.75,0.0833333333333333,6,2464335.0,4928670.0,0.9166666666666666,1.5,0.25,0.75,0.08333333333333333,0.25,0.16666666666666666,9,12
1,1,상경계열,2,2,1,0,1,7,2,7,11409840.0,0,1426230.0,3803280.0,0.875,2,2.333333333333333,0.125,4,3803280.0,5704920.0,0.875,1.0,0.25,0.6666666666666666,0.125,0.3333333333333333,0.25,2,8
1,0,공학계열,3,3,0,0,4,17,5,16,11171100.0,1,620616.6666666666,2792775.0,0.8888888888888888,3,4.0,0.0,15,2792775.0,5585550.0,0.8888888888888888,3.0,0.16666666666666666,0.75,0.05555555555555555,0.25,0.2777777777777778,12,75
1,0,사회과학계열,3,1,1,0,3,4,2,4,4007520.0,0,801504.0,1001880.0,0.8,1,2.0,0.2,6,2003760.0,2003760.0,0.8,0.5,0.6,1.5,0.2,0.5,0.4,3,12
1,0,자연과학계열,2,2,6,0,4,8,3,5,8324160.0,1,924906.6666666666,2774720.0,0.5555555555555556,2,1.6666666666666667,0.6666666666666666,6,2774720.0,4162080.0,0.5555555555555556,0.2857142857142857,0.2222222222222222,0.6666666666666666,0.1111111111111111,0.3333333333333333,0.3333333333333333,8,18
2,1,자연과학계열,3,2,3,0,1,5,3,0,4106880.0,0,684480.0,1026720.0,0.0,2,0.0,0.5,9,1368960.0,1368960.0,0.0,0.5,0.5,1.0,0.3333333333333333,0.6666666666666666,0.5,2,27
1,0,사회과학계열,3,4,2,0,2,16,2,1,22068960.0,1,1298174.1176470588,5517240.0,0.0588235294117647,4,0.2,0.1176470588235294,6,4413792.0,11034480.0,0.058823529411764705,1.3333333333333333,0.17647058823529413,0.6,0.058823529411764705,0.2,0.11764705882352941,8,12
0,1,사회과학계열,3,2,1,0,1,4,3,4,6415620.0,0,1283124.0,1603905.0,0.8,2,1.3333333333333333,0.2,9,2138540.0,6415620.0,0.8,1.0,0.6,1.0,0.0,0.0,0.6,2,27
1,2,공학계열,3,1,0,0,3,4,5,3,3720480.0,0,744096.0,930120.0,0.6,1,1.5,0.0,15,1860240.0,1860240.0,0.6,1.0,0.6,1.5,0.2,0.5,1.0,3,75
1,0,자연과학계열,3,1,1,0,3,8,4,8,3270600.0,0,363400.0,817650.0,0.8888888888888888,1,4.0,0.1111111111111111,12,1635300.0,1635300.0,0.8888888888888888,0.5,0.3333333333333333,1.5,0.1111111111111111,0.5,0.4444444444444444,3,48
1,1,자연과학계열,3,3,3,1,2,15,3,0,17255520.0,1,1078470.0,4313880.0,0.0,3,0.0,0.1875,9,4313880.0,8627760.0,0.0,0.75,0.1875,0.75,0.0625,0.25,0.1875,6,27
1,0,자연과학계열,4,2,4,0,1,13,2,7,8244120.0,0,588865.7142857143,1648824.0,0.5,2,2.333333333333333,0.2857142857142857,8,2748040.0,4122060.0,0.5,0.4,0.2857142857142857,1.3333333333333333,0.07142857142857142,0.3333333333333333,0.14285714285714285,2,16
0,1,공학계열,3,2,7,0,2,4,2,2,6535680.0,0,1307136.0,1633920.0,0.4,2,0.6666666666666666,1.4,6,2178560.0,6535680.0,0.4,0.25,0.6,1.0,0.0,0.0,0.4,4,12
1,1,사회과학계열,3,2,1,0,2,8,3,8,7308480.0,0,812053.3333333334,1827120.0,0.8888888888888888,2,2.6666666666666665,0.1111111111111111,9,2436160.0,3654240.0,0.8888888888888888,1.0,0.3333333333333333,1.0,0.1111111111111111,0.3333333333333333,0.3333333333333333,4,27
1,0,기타,2,2,3,1,2,14,6,1,9357780.0,1,623852.0,3119260.0,0.0666666666666666,2,0.3333333333333333,0.2,12,3119260.0,4678890.0,0.06666666666666667,0.5,0.13333333333333333,0.6666666666666666,0.06666666666666667,0.3333333333333333,0.4,4,72
2,1,공학계열,2,1,1,0,3,3,3,3,3000120.0,0,750030.0,1000040.0,0.75,1,1.5,0.25,6,1500060.0,1000040.0,0.75,0.5,0.5,1.0,0.5,1.0,0.75,3,18
0,1,자연과학계열,3,2,4,0,2,7,6,1,9181140.0,0,1147642.5,2295285.0,0.125,2,0.3333333333333333,0.5,18,3060380.0,9181140.0,0.125,0.4,0.375,1.0,0.0,0.0,0.75,4,108
2,1,자연과학계열,2,3,4,0,1,16,2,13,13384620.0,0,787330.5882352941,4461540.0,0.7647058823529411,3,3.25,0.2352941176470588,4,3346155.0,4461540.0,0.7647058823529411,0.6,0.11764705882352941,0.5,0.11764705882352941,0.5,0.11764705882352941,3,8
1,0,자연과학계열,3,2,2,0,3,15,2,3,9321900.0,1,582618.75,2330475.0,0.1875,2,1.0,0.125,6,3107300.0,4660950.0,0.1875,0.6666666666666666,0.1875,1.0,0.0625,0.3333333333333333,0.125,6,12
1,0,사회과학계열,4,1,3,0,3,10,3,7,3053940.0,0,277630.9090909091,610788.0,0.6363636363636364,1,3.5,0.2727272727272727,12,1526970.0,1526970.0,0.6363636363636364,0.25,0.36363636363636365,2.0,0.09090909090909091,0.5,0.2727272727272727,3,36
0,1,자연과학계열,3,1,1,1,3,3,3,3,3601800.0,0,900450.0,900450.0,0.75,1,1.5,0.25,9,1800900.0,3601800.0,0.75,0.5,0.75,1.5,0.0,0.0,0.75,3,27
1,1,상경계열,3,1,1,0,2,1,2,1,3934380.0,0,1967190.0,983595.0,0.5,1,0.5,0.5,6,1967190.0,1967190.0,0.5,0.5,1.5,1.5,0.5,0.5,1.0,2,12
1,0,자연과학계열,3,1,6,1,2,17,3,5,4763760.0,0,264653.3333333333,1190940.0,0.2777777777777778,1,2.5,0.3333333333333333,9,2381880.0,2381880.0,0.2777777777777778,0.14285714285714285,0.16666666666666666,1.5,0.05555555555555555,0.5,0.16666666666666666,2,27
0,0,자연과학계열,3,2,2,0,3,7,2,1,7256040.0,1,907005.0,1814010.0,0.125,2,0.3333333333333333,0.25,6,2418680.0,7256040.0,0.125,0.6666666666666666,0.375,1.0,0.0,0.0,0.25,6,12
2,1,상경계열,3,2,1,0,3,8,5,8,12909900.0,0,1434433.3333333333,3227475.0,0.8888888888888888,2,2.6666666666666665,0.1111111111111111,15,4303300.0,4303300.0,0.8888888888888888,1.0,0.3333333333333333,1.0,0.2222222222222222,0.6666666666666666,0.5555555555555556,6,75
1,0,공학계열,2,3,6,0,4,20,2,4,14484480.0,1,689737.1428571428,4828160.0,0.1904761904761904,3,1.0,0.2857142857142857,4,3621120.0,7242240.0,0.19047619047619047,0.42857142857142855,0.09523809523809523,0.5,0.047619047619047616,0.25,0.09523809523809523,12,8
1,1,상경계열,2,2,2,0,1,8,6,6,8804400.0,0,978266.6666666666,2934800.0,0.6666666666666666,2,2.0,0.2222222222222222,12,2934800.0,4402200.0,0.6666666666666666,0.6666666666666666,0.2222222222222222,0.6666666666666666,0.1111111111111111,0.3333333333333333,0.6666666666666666,2,72
1,0,사회과학계열,2,1,0,0,4,3,5,2,3666660.0,0,916665.0,1222220.0,0.5,1,1.0,0.0,10,1833330.0,1833330.0,0.5,1.0,0.5,1.0,0.25,0.5,1.25,4,50
1,1,사회과학계열,4,1,1,0,4,1,0,1,3748080.0,0,1874040.0,749616.0,0.5,1,0.5,0.5,0,1874040.0,1874040.0,0.5,0.5,2.0,2.0,0.5,0.5,0.0,4,0
1,0,사회과학계열,3,1,9,0,4,6,4,3,3037380.0,0,433911.4285714286,759345.0,0.4285714285714285,1,1.5,1.2857142857142858,12,1518690.0,1518690.0,0.42857142857142855,0.1,0.42857142857142855,1.5,0.14285714285714285,0.5,0.5714285714285714,4,48
1,0,사회과학계열,2,2,9,0,3,10,5,1,9025200.0,1,820472.7272727273,3008400.0,0.0909090909090909,2,0.3333333333333333,0.8181818181818182,10,3008400.0,4512600.0,0.09090909090909091,0.2,0.18181818181818182,0.6666666666666666,0.09090909090909091,0.3333333333333333,0.45454545454545453,6,50
